symbol,name,last_sale,market_cap,ipo_year,sector,sub_industry,nasdaq_url
DBVT,DBV Technologies S.A.,36.44,1760000000.0,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dbvt
DHRM,Dehaier Medical Systems Limited,1.52,10370000.0,2010,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dhrm
DFRG,"Del Frisco&#39;s Restaurant Group, Inc.",16,376450000.0,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dfrg
TACO,"Del Taco Restaurants, Inc.",14.18,555190000.0,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
DCTH,"Delcath Systems, Inc.",1.98,4350000.0,2000,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dcth
DMPI,"DelMar Pharmaceuticals, Inc.",4.065,42360000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dmpi
DGAS,"Delta Natural Gas Company, Inc.",24.26,172640000.0,1981,Public Utilities,Oil & Gas Production,http://www.nasdaq.com/symbol/dgas
DELT,Delta Technology Holdings Limited,1.04,10000000.0,,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/delt
DENN,Denny&#39;s Corporation,12.22,896540000.0,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/denn
XRAY,DENTSPLY SIRONA Inc.,58.68,13550000000.0,1987,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/xray
DEPO,"Depomed, Inc.",21.48,1320000000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
DSCI,"Derma Sciences, Inc.",4.5999,130039999.99999999,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dsci
DERM,"Dermira, Inc.",35.24,1250000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/derm
DEST,Destination Maternity Corporation,8.22,115190000.0,,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dest
DXLG,"Destination XL Group, Inc.",4.9,249230000.0,,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dxlg
DSWL,"Deswell Industries, Inc.",1.79,28740000.0,1995,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/dswl
DTRM,"Determine, Inc.",2,22820000.0,,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/dtrm
DXCM,"DexCom, Inc.",68.78,5810000000.0,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxcm
DXTR,Dextera Surgical Inc.,1.42,12680000.0,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/dxtr
DHXM,DHX Media Ltd.,4.95,122370000.0,,,,http://www.nasdaq.com/symbol/dhxm
DHIL,"Diamond Hill Investment Group, Inc.",193.5,660620000.0,,Finance,Investment Managers,http://www.nasdaq.com/symbol/dhil
FANG,"Diamondback Energy, Inc.",94.3,7360000000.0,2012,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/fang
DCIX,Diana Containerships Inc.,2.41,22560000.0,,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/dcix
DRNA,"Dicerna Pharmaceuticals, Inc.",3.71,76990000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drna
DFBG,Differential Brands Group Inc.,3.65,47750000.0,,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/dfbg
DFFN,Diffusion Pharmaceuticals Inc.,4.0431,41830000.0,,,,http://www.nasdaq.com/symbol/dffn
DGII,Digi International Inc.,13.4,347890000.0,1989,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/dgii
DMRC,Digimarc Corporation,28.9,304100000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/dmrc
DRAD,Digirad Corporation,4.8,94460000.0,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/drad
DGLY,"Digital Ally, Inc.",5.6,30150000.0,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/dgly
APPS,"Digital Turbine, Inc.",0.85,56640000.0,,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/apps
DCOM,"Dime Community Bancshares, Inc.",18.7,702070000.0,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/dcom
DMTX,"Dimension Therapeutics, Inc.",5.7,142750000.0,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/dmtx
DIOD,Diodes Incorporated,22.11,1080000000.0,,Technology,Semiconductors,http://www.nasdaq.com/symbol/diod
DPRX,"Dipexium Pharmaceuticals, Inc.",1.425,14820000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dprx
DISCA,"Discovery Communications, Inc.",28.36,11150000000.0,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disca
DISCB,"Discovery Communications, Inc.",26.45,10400000000.0,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/discb
DISCK,"Discovery Communications, Inc.",27.325,10740000000.0,,Consumer Services,Television Services,http://www.nasdaq.com/symbol/disck
DISH,DISH Network Corporation,53.98,25100000000.0,1995,Consumer Services,Television Services,http://www.nasdaq.com/symbol/dish
DVCR,Diversicare Healthcare Services Inc.,10.31,65580000.0,,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/dvcr
SAUC,"Diversified Restaurant Holdings, Inc.",1.08,28790000.0,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/sauc
DLHC,DLH Holdings Corp.,5.57,58830000.0,,Technology,Professional Services,http://www.nasdaq.com/symbol/dlhc
BOOM,DMC Global Inc.,14.95,216510000.0,,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/boom
DNBF,DNB Financial Corp,26.45,111870000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/dnbf
DLTR,"Dollar Tree, Inc.",78.34,18470000000.0,1995,Consumer Services,Department/Specialty Retail Stores,http://www.nasdaq.com/symbol/dltr
DGICA,"Donegal Group, Inc.",16.15,432950000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
DGICB,"Donegal Group, Inc.",17.9,479870000.0,1986,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgicb
DMLP,"Dorchester Minerals, L.P.",15.3,469330000.0,,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
DORM,"Dorman Products, Inc.",66.68,2310000000.0,,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/dorm
EAGL,Double Eagle Acquisition Corp.,9.9285,620530000.0,2015,Finance,Business Services,http://www.nasdaq.com/symbol/eagl
DRWI,DragonWave Inc,3.495,19180000.0,2009,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/drwi
DSKX,"DS Healthcare Group, Inc.",0.6699,15110000.0,,Consumer Non-Durables,Package Goods/Cosmetics,http://www.nasdaq.com/symbol/dskx
DSPG,"DSP Group, Inc.",11.95,258390000.0,1994,Technology,Semiconductors,http://www.nasdaq.com/symbol/dspg
DTSI,"DTS, Inc.",42.5,759580000.0,2003,Miscellaneous,Multi-Sector Companies,http://www.nasdaq.com/symbol/dtsi
DLTH,Duluth Holdings Inc.,31.94,1030000000.0,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
DNKN,"Dunkin&#39; Brands Group, Inc.",49.15,4510000000.0,2011,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/dnkn
DRRX,DURECT Corporation,1.36,188470000.0,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/drrx
DXPE,"DXP Enterprises, Inc.",25,424690000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
DYSL,Dynasil Corporation of America,1.01,17010000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dysl
DYNT,Dynatronics Corporation,2.65,7540000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/dynt
DVAX,Dynavax Technologies Corporation,4.1,157960000.0,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/dvax
ETFC,E*TRADE Financial Corporation,33.08,9060000000.0,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/etfc
EBMT,"Eagle Bancorp Montana, Inc.",17.65,66709999.99999999,,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ebmt
EGBN,"Eagle Bancorp, Inc.",54.4,1830000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/egbn
EGLE,Eagle Bulk Shipping Inc.,9.14,439700000.0,,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/egle
EGRX,"Eagle Pharmaceuticals, Inc.",83.1002,1280000000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/egrx
ELNK,EarthLink Holdings Corp.,5.125,584250000.0,,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/elnk
EWBC,"East West Bancorp, Inc.",46.76,6740000000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ewbc
EACQ,Easterly Acquisition Corp.,9.9,247500000.0,2015,Capital Goods,Building Products,http://www.nasdaq.com/symbol/eacq
EML,Eastern Company (The),19.95,124770000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/eml
EVBS,"Eastern Virginia Bankshares, Inc.",8.56,112280000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/evbs
EBAY,eBay Inc.,27.89,31180000000.0,1998,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/ebay
EBIX,"Ebix, Inc.",58.85,1910000000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/ebix
ELON,Echelon Corporation,4.4008,19500000.0,1998,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/elon
ECHO,"Echo Global Logistics, Inc.",25.55,746730000.0,2009,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/echo
SATS,EchoStar Corporation,50.37,4740000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/sats
EEI,"Ecology and Environment, Inc.",9.075,38930000.0,1987,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eei
ECAC,E-compass Acquisition Corp.,10.26,54480000.0,2015,Finance,Business Services,http://www.nasdaq.com/symbol/ecac
ESES,"Eco-Stim Energy Solutions, Inc.",1.8,24560000.0,,Energy,Oilfield Services/Equipment,http://www.nasdaq.com/symbol/eses
EDAP,EDAP TMS S.A.,3.12,89630000.0,1997,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/edap
EDGE,"Edge Therapeutics, Inc.",11.85,342670000.0,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/edge
EDGW,"Edgewater Technology, Inc.",7.12,88130000.0,,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/edgw
EDIT,"Editas Medicine, Inc.",16.9989,623110000.0,2016,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/edit
EDUC,Educational Development Corporation,8.95,36530000.0,,Consumer Durables,Consumer Specialties,http://www.nasdaq.com/symbol/educ
EFUT,eFuture Holding Inc.,6.19,32580000.0,,Technology,EDP Services,http://www.nasdaq.com/symbol/efut
EGAN,eGain Corporation,2.4,65050000.0,1999,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/egan
EGLT,Egalet Corporation,7.77,195720000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/eglt
EHTH,"eHealth, Inc.",10.06,184520000.0,2006,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/ehth
EIGR,"Eiger BioPharmaceuticals, Inc.",11.75,98190000.0,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/eigr
EKSO,"Ekso Bionics Holdings, Inc.",4.1,67370000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/ekso
LOCO,"El Pollo Loco Holdings, Inc.",12.7,488620000.0,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/loco
EMITF,Elbit Imaging Ltd.,3.58,32900000.0,,Consumer Services,Building operators,http://www.nasdaq.com/symbol/emitf
ESLT,Elbit Systems Ltd.,100.33,4290000000.0,,Capital Goods,Military/Government/Technical,http://www.nasdaq.com/symbol/eslt
ERI,"Eldorado Resorts, Inc.",12.9,607660000.0,,Consumer Services,Hotels/Resorts,http://www.nasdaq.com/symbol/eri
ESIO,"Electro Scientific Industries, Inc.",5.19,168490000.0,,Miscellaneous,Industrial Machinery/Components,http://www.nasdaq.com/symbol/esio
EA,Electronic Arts Inc.,76.38,23050000000.0,,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/ea
EFII,"Electronics for Imaging, Inc.",45.27,2120000000.0,1992,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/efii
ELSE,"Electro-Sensors, Inc.",3.469,11780000.0,,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/else
ELEC,Electrum Special Acquisition Corporation,9.84,246000000.0,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elec
ELECU,Electrum Special Acquisition Corporation,10.1,252500000.0,2015,Finance,Business Services,http://www.nasdaq.com/symbol/elecu
EBIO,"Eleven Biotherapeutics, Inc.",2.92,58570000.0,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ebio
DWAC,Elkhorn Commodity Rotation Strategy ETF,24.55,4910000.0,,,,http://www.nasdaq.com/symbol/dwac
CAPX,Elkhorn S&P 500 Capital Expenditures Portfolio,25.25,2630000.0,,,,http://www.nasdaq.com/symbol/capx
ESBK,Elmira Savings Bank NY (The),19.9286,53910000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/esbk
ELTK,Eltek Ltd.,0.989,10030000.0,1997,Technology,Electrical Products,http://www.nasdaq.com/symbol/eltk
EMCI,EMC Insurance Group Inc.,28.57,602930000.0,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
EMCF,Emclaire Financial Corp,25.29,54280000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/emcf
EMKR,EMCORE Corporation,6.575,171860000.0,1997,Technology,Semiconductors,http://www.nasdaq.com/symbol/emkr
EMMS,Emmis Communications Corporation,3.38,41650000.0,1994,Consumer Services,Broadcasting,http://www.nasdaq.com/symbol/emms
NYNY,"Empire Resorts, Inc.",19.15,596320000.0,,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/nyny
ERS,"Empire Resources, Inc.",5.192,43940000.0,,Basic Industries,Metal Fabrications,http://www.nasdaq.com/symbol/ers
ENTA,"Enanta Pharmaceuticals, Inc.",31.49,599440000.0,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/enta
ECPG,Encore Capital Group Inc,26.15,667670000.0,,Finance,Finance Companies,http://www.nasdaq.com/symbol/ecpg
WIRE,Encore Wire Corporation,42.1,872520000.0,1992,Capital Goods,Metal Fabrications,http://www.nasdaq.com/symbol/wire
ENDP,Endo International plc,18.19,4050000000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/endp
ECYT,"Endocyte, Inc.",2.94,124270000.0,2011,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/ecyt
ELGX,"Endologix, Inc.",9.89,817810000.0,,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/elgx
EIGI,"Endurance International Group Holdings, Inc.",7.05,997660000.0,2013,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/eigi
WATT,Energous Corporation,13.78,263620000.0,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
EFOI,"Energy Focus, Inc.",4.64,54240000.0,,Consumer Durables,Building Products,http://www.nasdaq.com/symbol/efoi
ERII,"Energy Recovery, Inc.",11.05,578490000.0,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
ENOC,"EnerNOC, Inc.",6.1,188530000.0,2007,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/enoc
ENG,ENGlobal Corporation,1.38,37760000.0,,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/eng
ENPH,"Enphase Energy, Inc.",1.15,71200000.0,2012,Technology,Semiconductors,http://www.nasdaq.com/symbol/enph
ESGR,Enstar Group Limited,200.3,3880000000.0,,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/esgr
ENFC,Entegra Financial Corp.,18.85,121430000.0,2014,Finance,Banks,http://www.nasdaq.com/symbol/enfc
ENTG,"Entegris, Inc.",17.75,2510000000.0,2000,Consumer Non-Durables,Plastic Products,http://www.nasdaq.com/symbol/entg
ENTL,"Entellus Medical, Inc.",16.73,315600000.0,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
ETRM,EnteroMedics Inc.,0.0611,5580000.0,2007,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/etrm
EBTC,Enterprise Bancorp Inc,32,366370000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/ebtc
EFSC,Enterprise Financial Services Corporation,37.35,747430000.0,,Finance,Major Banks,http://www.nasdaq.com/symbol/efsc
EGT,Entertainment Gaming Asia Incorporated,1.2558,18160000.0,,Consumer Durables,Miscellaneous manufacturing industries,http://www.nasdaq.com/symbol/egt
ENZY,Enzymotec Ltd.,6.9,156760000.0,2013,Consumer Durables,Specialty Chemicals,http://www.nasdaq.com/symbol/enzy
EPZM,"Epizyme, Inc.",11.75,681630000.0,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epzm
PLUS,ePlus inc.,103.4,732140000.0,1996,Technology,Retail: Computer Software & Peripheral Equipment,http://www.nasdaq.com/symbol/plus
EQIX,"Equinix, Inc.",330.22,23570000000.0,2000,Consumer Services,Real Estate Investment Trusts,http://www.nasdaq.com/symbol/eqix
EQFN,Equitable Financial Corp.,8.99,31260000.0,2015,Finance,Savings Institutions,http://www.nasdaq.com/symbol/eqfn
EQBK,"Equity Bancshares, Inc.",29.7,244120000.0,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
EAC,Erickson Incorporated,0.165,2290000.0,2012,Capital Goods,Aerospace,http://www.nasdaq.com/symbol/eac
ERIC,Ericsson,5.055,16840000000.0,,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/eric
ERIE,Erie Indemnity Company,105.81,5530000000.0,,Finance,Specialty Insurers,http://www.nasdaq.com/symbol/erie
ESCA,"Escalade, Incorporated",13.3,190220000.0,,Consumer Non-Durables,Recreational Products/Toys,http://www.nasdaq.com/symbol/esca
ESMC,Escalon Medical Corp.,0.3736,2820000.0,,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/esmc
ESPR,"Esperion Therapeutics, Inc.",11.51,259589999.99999997,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/espr
ESSA,"ESSA Bancorp, Inc.",14.58,166120000.0,,Finance,Banks,http://www.nasdaq.com/symbol/essa
EPIX,ESSA Pharma Inc.,2,58190000.0,,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/epix
ESND,Essendant Inc.,18.91,699070000.0,,Consumer Services,Paper,http://www.nasdaq.com/symbol/esnd
UTES,ETFIS Series Trust I Reaves Utilities ETF,28.6715,12900000.0,,,,http://www.nasdaq.com/symbol/utes
ETSY,"Etsy, Inc.",11.67,1350000000.0,2015,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/etsy
CLWT,Euro Tech Holdings Company Limited,2.75,5670000.0,1997,Consumer Durables,Diversified Electronic Products,http://www.nasdaq.com/symbol/clwt
EEFT,"Euronet Worldwide, Inc.",73.7,3850000000.0,1997,Finance,Investment Bankers/Brokers/Service,http://www.nasdaq.com/symbol/eeft
ESEA,Euroseas Ltd.,2.1896,17950000.0,,Transportation,Marine Transportation,http://www.nasdaq.com/symbol/esea
EVEP,"EV Energy Partners, L.P.",1.88,92220000.0,2006,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/evep
EVBG,"Everbridge, Inc.",15.22,409780000.0,2016,,,http://www.nasdaq.com/symbol/evbg
EVK,"Ever-Glory International Group, Inc.",2.3,34010000.0,,Consumer Non-Durables,Apparel,http://www.nasdaq.com/symbol/evk
MRAM,"Everspin Technologies, Inc.",6.93,86570000.0,2016,Technology,Semiconductors,http://www.nasdaq.com/symbol/mram
EVLV,EVINE Live Inc.,2.04,116960000.0,,Consumer Services,Catalog/Specialty Distribution,http://www.nasdaq.com/symbol/evlv
EVOK,"Evoke Pharma, Inc.",1.64,20250000.0,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/evok
EVOL,"Evolving Systems, Inc.",3.9,46440000.0,1998,Technology,EDP Services,http://www.nasdaq.com/symbol/evol
EXA,Exa Corporation,15.12,224090000.0,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/exa
EXAS,Exact Sciences Corporation,17.6,1910000000.0,2001,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exas
EXAC,"Exactech, Inc.",26.4,374480000.0,1996,Health Care,Industrial Specialties,http://www.nasdaq.com/symbol/exac
EXEL,"Exelixis, Inc.",16.76,4800000000.0,2000,Health Care,Biotechnology: Commercial Physical & Biological Resarch,http://www.nasdaq.com/symbol/exel
EXFO,EXFO Inc,4.35,99180000.0,,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/exfo
EXLS,"ExlService Holdings, Inc.",44.99,1510000000.0,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/exls
EXPE,"Expedia, Inc.",119.16,17880000000.0,,Consumer Services,Transportation Services,http://www.nasdaq.com/symbol/expe
EXPD,"Expeditors International of Washington, Inc.",51.62,9310000000.0,,Transportation,Oil Refining/Marketing,http://www.nasdaq.com/symbol/expd
EXPO,"Exponent, Inc.",61.95,1590000000.0,,Consumer Services,Professional Services,http://www.nasdaq.com/symbol/expo
ESRX,Express Scripts Holding Company,76.45,47140000000.0,1992,Health Care,Medical/Nursing Services,http://www.nasdaq.com/symbol/esrx
XOG,"Extraction Oil & Gas, Inc.",20.45,3000000000.0,2016,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/xog
